sample_id,text,target
sms_2616,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,0
sms_2617,I went to ur hon lab but no one is there.,0
sms_2618,I cant pick the phone right now. Pls send a message,0
sms_2619,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,0
sms_2620,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,1
sms_2623,Ok lor...,0
sms_2624,I'm coming home 4 dinner.,0
sms_2625,S da..al r above  &lt;#&gt;,0
sms_2626,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",1
sms_2628,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,0
sms_2629,Haha... They cant what... At the most tmr forfeit... haha so how?,0
sms_2633,I WILL CAL YOU SIR. In meeting,0
sms_2634,"That's what I love to hear :V see you sundayish, then",0
sms_2636,Tiwary to rcb.battle between bang and kochi.,0
sms_2638,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,0
sms_2639,Am in gobi arts college,0
sms_2640,Why she wants to talk to me,0
sms_2641,Pandy joined 4w technologies today.he got job..,0
sms_2644,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0
sms_2645,My friends use to call the same.,0
sms_2646,"Sorry, I'll call later",0
sms_2647,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",0
sms_2648,"It,,s a taxt massage....tie-pos argh ok! Lool!",0
sms_2649,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",0
sms_2650,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",0
sms_2651,Do you like shaking your booty on the dance floor?,0
sms_2653,No need for the drug anymore.,0
sms_2654,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,0
sms_2655,Its sarcasm.. .nt scarcasim,0
sms_2656,Great! I have to run now so ttyl!,0
sms_2657,Feel like trying kadeem again? :V,0
sms_2658,Dai  &lt;#&gt;  naal eruku.,0
sms_2659,Not yet chikku..wat abt u?,0
sms_2660,Ok...,0
sms_2661,Want to finally have lunch today?,0
sms_2662,Do you know when dad will be back?,0
sms_2663,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",1
sms_2665,He remains a bro amongst bros,0
sms_2666,R u meeting da ge at nite tmr?,0
sms_2667,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",0
sms_2669,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,1
sms_2672,"That's cool, I'll come by like  &lt;#&gt; ish",0
sms_2674,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",0
sms_2675,I am 6 ft. We will be a good combination!,0
sms_2677,* Am on a train back from northampton so i'm afraid not!,0
sms_2680,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",1
sms_2682,I'm on da bus going home...,0
sms_2683,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,0
sms_2685,Yupz... I've oredi booked slots 4 my weekends liao...,0
sms_2687,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,0
sms_2689,Yes I know the cheesy songs from frosty the snowman :),0
sms_2691,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,1
sms_2693,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",1
sms_2698,Can you use foreign stamps for whatever you send them off for?,0
sms_2703,"Omw back to tampa from west palm, you hear what happened?",0
sms_2704,Yup no more already... Thanx 4 printing n handing it up.,0
sms_2706,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,0
sms_2707,S now only i took tablets . Reaction morning only.,0
sms_2709,"Nah, I'm a perpetual DD",0
sms_2710,Sorry de i went to shop.,0
sms_2711,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1
sms_2713,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,0
sms_2715,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,0
sms_2717,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0
sms_2718,Okie.. Thanx..,0
sms_2719,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1
sms_2721,Ok lor...,0
sms_2722,I'm working technical support :)voice process.,0
sms_2725,Nope... C ü then...,0
sms_2726,No. But we'll do medical missions to nigeria,0
sms_2728,Whatsup there. Dont u want to sleep,0
sms_2729,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,1
sms_2731,I havent lei.. Next mon can?,0
sms_2734,Do ü noe if ben is going?,0
sms_2735,Can you do a mag meeting this avo at some point?,0
sms_2736,I meant middle left or right?,0
sms_2741,Nothing. Can...,0
sms_2743,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,0
sms_2745,"Tick, tick, tick ... Babe",0
sms_2747,K da:)how many page you want?,0
sms_2750,You said not now. No problem. When you can. Let me know.,0
sms_2751,Ok but tell me half an hr b4 u come i need 2 prepare.,0
sms_2752,Play w computer? Aiyah i tok 2 u lor?,0
sms_2754,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",0
sms_2755,Ok Chinese food on its way. When I get fat you're paying for my lipo.,0
sms_2756,We r outside already.,0
sms_2757,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,0
sms_2758,Yo we are watching a movie on netflix,0
sms_2759,What time. I‘m out until prob 3 or so,0
sms_2760,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",0
sms_2763,ARR birthday today:) i wish him to get more oscar.,0
sms_2765,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",0
sms_2766,and  picking them up from various points,0
sms_2768,Wow v v impressed. Have funs shopping!,0
sms_2769,I am on the way to ur home,0
sms_2772,Then ur sis how?,0
sms_2773,Still in customer place,0
sms_2775,"Dude u knw also telugu..thts gud..k, gud nyt..",0
sms_2776,We confirm eating at esplanade?,0
sms_2778,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,0
sms_2779,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",1
sms_2780,Well I might not come then...,0
sms_2781,Long after I quit. I get on only like 5 minutes a day as it is.,0
sms_2782,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,0
sms_2784,"Just arrived, see you in a couple days &lt;3",0
sms_2787,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,0
sms_2790,When you are big..| God will bring success.,0
sms_2791,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,1
sms_2792,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,0
sms_2795,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",0
sms_2796,How will I creep on you now? ;_;,0
sms_2798,If I get there before you after your ten billion calls and texts so help me god,0
sms_2799,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,0
sms_2800,I've told him that i've returned it. That should i re order it.,0
sms_2801,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",0
sms_2802,Depends on where u going lor.,0
sms_2804,FreeMsg>FAV XMAS TONES!Reply REAL,1
sms_2805,Lil fever:) now fine:),0
sms_2806,I think it's all still in my car,0
sms_2807,Can a not?,0
sms_2808,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,1
sms_2811,Mm so you asked me not to call radio,0
sms_2812,Thinkin about someone is all good. No drugs for that,0
sms_2816,Some are lasting as much as 2 hours. You might get lucky.,0
sms_2817,Genius what's up. How your brother. Pls send his number to my skype.,0
sms_2818,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",1
sms_2819,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,0
sms_2820,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,0
sms_2823,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,1
sms_2825,No need to buy lunch for me.. I eat maggi mee..,0
sms_2827,Ok lor...,0
sms_2831,Howz that persons story,0
sms_2833,Its normally hot mail. Com you see!,0
sms_2834,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1
sms_2835,U sick still can go shopping?,0
sms_2837,Nice.nice.how is it working?,0
sms_2838,1's reach home call me.,0
sms_2841,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,0
sms_2843,aathi..where are you dear..,0
sms_2845,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,0
sms_2846,Will be out of class in a few hours. Sorry,0
sms_2848,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",1
sms_2849,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0
sms_2851,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,0
sms_2853,how tall are you princess?,0
sms_2854,I doubt you could handle 5 times per night in any case...,0
sms_2855,Haha... Hope ü can hear the receipt sound... Gd luck!,0
sms_2856,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,0
sms_2858,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?,0
sms_2859,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,0
sms_2860,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",0
sms_2862,I am not at all happy with what you saying or doing,0
sms_2863,Adult 18 Content Your video will be with you shortly,1
sms_2864,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?",0
sms_2865,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,0
sms_2866,He says hi and to get your ass back to south tampa (preferably at a kegger),0
sms_2868,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",0
sms_2869,"Aight, tomorrow around  &lt;#&gt;  it is",0
sms_2870,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0
sms_2873,See you there!,0
sms_2874,I dont understand your message.,0
sms_2876,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",0
sms_2877,Fuck cedar key and fuck her (come over anyway tho),0
sms_2879,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",1
sms_2883,Hi Harish's rent has been transfred to ur Acnt.,0
sms_2884,Anything lor is she coming?,0
sms_2885,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,0
sms_2887,No probs hon! How u doinat the mo?,0
sms_2888,K I'll take care of it,0
sms_2889,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,0
sms_2891,Shuhui has bought ron's present it's a swatch watch...,0
sms_2895,K...k...yesterday i was in cbe .,0
sms_2898,Ü collecting ur laptop then going to configure da settings izzit?,0
sms_2899,If you r @ home then come down within 5 min,0
sms_2900,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",0
sms_2902,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1
sms_2905,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,0
sms_2907,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",0
sms_2908,ALRITE,0
sms_2910,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,1
sms_2912,"Sorry,in meeting I'll call later",0
sms_2914,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,0
sms_2915,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,1
sms_2918,Yes. that will be fine. Love you. Be safe.,0
sms_2919,Thanks chikku..:-) gud nyt:-*,0
sms_2922,"Yo, any way we could pick something up tonight?",0
sms_2923,I've not sent it. He can send me.,0
sms_2924,Fine am simply sitting.,0
sms_2925,Thts god's gift for birds as humans hav some natural gift frm god..,0
sms_2926,Are you coming to day for class.,0
sms_2929,Anything...,0
sms_2930,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,0
sms_2931,Wat's my dear doing? Sleeping ah?,0
sms_2933,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,0
sms_2935,Yup n her fren lor. I'm meeting my fren at 730.,0
sms_2938,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,0
sms_2940,Are you ok. What happen to behave like this,0
sms_2941,You have 1 new message. Please call 08712400200.,1
sms_2942,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,0
sms_2946,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",0
sms_2948,Leave it. U will always be ignorant.,0
sms_2949,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),0
sms_2950,at bruce b downs &amp; fletcher now,0
sms_2951,Where are you ? You said you would be here when I woke ... :-(,0
sms_2952,Hey now am free you can call me.,0
sms_2954,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",1
sms_2955,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",0
sms_2956,Id have to check but there's only like 1 bowls worth left,0
sms_2957,Yes there were many sweets,0
sms_2960,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,0
sms_2961,Sir send to group mail check it.,0
sms_2963,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,0
sms_2966,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,0
sms_2968,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,0
sms_2969,"Mostly sports type..lyk footbl,crckt..",0
sms_2971,U should make a fb list,0
sms_2975,"I'll text carlos and let you know, hang on",0
sms_2978,"Ok omw now, you at castor?",0
sms_2980,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",1
sms_2981,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,0
sms_2984,What should i eat fo lunch senor,0
sms_2985,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!",0
sms_2986,No break time one... How... I come out n get my stuff fr ü?,0
sms_2992,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1
sms_2993,K.i did't see you.:)k:)where are you now?,0
sms_2994,So i'm doing a list of buyers.,0
sms_2995,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",0
sms_2996,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,0
sms_2997,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,0
sms_2998,Don know..he is watching film in computer..,0
sms_3000,"Oh, then your phone phoned me but it disconnected",0
sms_3001,Id onluy matters when getting on from offcampus,0
sms_3004,I will see in half an hour,0
sms_3005,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1
sms_3006,Ew are you one of them?,0
sms_3010,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,1
sms_3012,"Hm good morning, headache anyone? :-)",0
sms_3013,Yeah no probs - last night is obviously catching up with you... Speak soon,0
sms_3015,I might go 2 sch. Yar at e salon now v boring.,0
sms_3016,&lt;#&gt;  mins but i had to stop somewhere first.,0
sms_3017,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",0
sms_3019,I didn't get the second half of that message,0
sms_3020,Wat time do u wan 2 meet me later?,0
sms_3024,You are a very very very very bad girl. Or lady.,0
sms_3025,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,0
sms_3026,"What part of ""don't initiate"" don't you understand",0
sms_3028,You still at the game?,0
sms_3031,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",0
sms_3032,gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.,0
sms_3033,Jokin only lar... :-) depends on which phone my father can get lor...,0
sms_3034,"Aight, lemme know what's up",0
sms_3037,;-) ok. I feel like john lennon.,0
sms_3038,Cos darren say ü considering mah so i ask ü...,0
sms_3041,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,0
sms_3042,Aight what time you want me to come up?,0
sms_3043,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,0
sms_3044,Your bill at 3 is £33.65 so thats not bad!,0
sms_3045,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,0
sms_3047,So how's the weather over there?,0
sms_3048,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!",0
sms_3049,Die... Now i have e toot fringe again...,0
sms_3052,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",0
sms_3053,Please leave this topic..sorry for telling that..,0
sms_3056,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,1
sms_3058,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,0
sms_3060,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",0
sms_3062,What u talking bout early morning? It's almost noon where your at!,0
sms_3067,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,1
sms_3068,Ok. So april. Cant wait,0
sms_3070,Ay wana meet on sat?ü wkg on sat?,0
sms_3071,I'm now but have to wait till 2 for the bus to pick me.,0
sms_3072,Apart from the one i told you about yesterday?,0
sms_3075,Don know. I did't msg him recently.,0
sms_3076,Take us out shopping and Mark will distract Isaiah.=D,0
sms_3079,Okay but i thought you were the expert,0
sms_3083,"And very importantly, all we discuss is between u and i only.",0
sms_3084,K..k:)how about your training process?,0
sms_3087,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,0
sms_3089,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",0
sms_3090,What Today-sunday..sunday is holiday..so no work..,0
sms_3091,Am going to take bath ill place the key in window:-),0
sms_3093,"Dear, take care. I am just reaching home.love u a lot.",0
sms_3094,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,0
sms_3095,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,0
sms_3096,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,0
sms_3097,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,0
sms_3099,This is all just creepy and crazy to me.,0
sms_3100,Ok... I din get ur msg...,0
sms_3101,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0
sms_3104,"U so lousy, run already come back then half dead... Hee...",0
sms_3105,That's y i said it's bad dat all e gals know u... Wat u doing now?,0
sms_3107,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",0
sms_3109,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,0
sms_3111,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,1
sms_3112,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...",0
sms_3119,R u saying i should re order the slippers cos i had to pay for returning it.,0
sms_3120,Stop knowing me so well!,0
sms_3121,Good evening! this is roger. How are you?,0
sms_3123,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1
sms_3125,My uncles in Atlanta. Wish you guys a great semester.,0
sms_3126,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,1
sms_3127,U coming 2 pick me?,0
sms_3130,"Haha better late than ever, any way I could swing by?",0
sms_3131,Ok. But i finish at 6.,0
sms_3132,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",1
sms_3133,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,0
sms_3134,So no messages. Had food?,0
sms_3136,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0
sms_3138,You're right I have now that I think about it,0
sms_3139,Wat r u doing now?,0
sms_3140,Is ur lecture over?,0
sms_3141,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,1
sms_3142,Customer place i will call you,0
sms_3145,"Haha I heard that, text me when you're around",0
sms_3146,I.ll get there tomorrow and send it to you,0
sms_3147,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",0
sms_3148,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,0
sms_3153,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1
sms_3154,I tagged MY friends that you seemed to count as YOUR friends.,0
sms_3156,Ok...,0
sms_3157,Long time. You remember me today.,0
sms_3159,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,0
sms_3160,Are you up for the challenge? I know i am :),0
sms_3161,How much did ur hdd casing cost.,0
sms_3162,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,0
sms_3163,I can't describe how lucky you are that I'm actually awake by noon,0
sms_3165,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",0
sms_3166,Cheers for the card ... Is it that time of year already?,0
sms_3167,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1
sms_3168,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0
sms_3172,Still otside le..u come 2morrow maga..,0
sms_3173,Do u still have plumbers tape and a wrench we could borrow?,0
sms_3175,It vl bcum more difficult..,0
sms_3177,Havent still waitin as usual... Ü come back sch oredi?,0
sms_3180,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,0
sms_3181,There the size of elephant tablets & u shove um up ur ass!!,0
sms_3182,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",0
sms_3183,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0
sms_3184,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair.,0
sms_3185,Good morning pookie pie! Lol hope I didn't wake u up,0
sms_3186,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,0
sms_3187,Happy birthday to you....dear.with lots of love.rakhesh NRI,0
sms_3188,Howz that persons story,0
